Date,MXBR,MXCA,MXCH,MXFR,MXGB,MXIN,MXJP,MXZA,TAMSCI,MXEG,BBDXY
2013-07-05,3143.1698,1940.3294,1389.2376,203.9086,4510.0307,15.5675,8.9488,149.9036,14.0752,265.7959,1054.48
2013-07-12,3208.3058,2033.7145,1450.643,213.4124,4696.1924,16.2562,9.204,159.2043,14.6091,261.9251,1037.71
2013-07-19,3318.45,2080.7538,1447.9622,217.9818,4803.0391,16.4852,9.2072,158.2199,14.1671,266.5334,1032.85
2013-07-26,3391.5111,2089.6211,1443.1739,222.6938,4784.4483,16.1581,9.0427,159.3612,14.4495,267.7264,1022.93
2013-08-02,3336.872,2062.3286,1473.5336,226.8451,4823.1908,15.1791,9.1899,163.296,14.3245,268.7013,1028.82
2013-08-09,3409.5888,2069.4807,1487.279,229.5284,4861.0458,15.0785,8.982,163.3729,13.8753,270.5839,1017.01
2013-08-16,3338.56,2090.3971,1475.6453,231.475,4847.7445,14.5437,8.8792,164.0768,14.0569,265.3127,1022.14
2013-08-23,3304.9397,2062.4981,1493.1441,229.8596,4833.2617,14.0249,8.7585,161.0074,13.9779,255.6955,1026.18
2013-08-30,3235.9759,2044.6031,1429.6879,219.2202,4746.7826,13.6327,8.5413,158.6527,14.3126,249.1034,1034.4
2013-09-06,3448.6898,2098.1264,1455.2742,224.8546,4897.1361,14.2394,8.7986,165.5085,14.6258,246.8658,1031.48
2013-09-13,3566.6308,2095.7887,1484.1732,230.6317,5001.6602,15.0869,9.038,172.1553,14.7009,262.4839,1024.08
2013-09-20,3713.0493,2118.0861,1530.828,239.7929,5055.017,15.5274,9.2859,175.1785,14.805,263.0795,1013.41
2013-09-27,3664.9053,2126.2384,1528.6175,239.0556,5025.9322,15.1615,9.4445,172.3995,14.8775,270.5802,1012.75
2013-10-04,3710.0648,2113.6876,1506.4975,238.2531,4951.3164,15.73,9.1197,174.7025,15.2003,272.5715,1009.98
2013-10-11,3784.4082,2125.6067,1497.938,241.104,4950.4575,16.287,9.2628,176.0394,15.2157,278.5041,1012.38
2013-10-18,3890.962,2182.0273,1543.8157,247.3375,5127.0658,16.4814,9.3921,183.3468,15.3589,278.5041,1002.73
2013-10-25,3836.5553,2193.4321,1586.8743,248.6124,5207.0568,16.2425,9.1989,181.5861,15.1379,289.9525,1000.67
2013-11-01,3785.9197,2188.122,1550.4044,243.5332,5139.2466,16.4118,9.1314,176.0722,15.2334,292.7255,1015.69
2013-11-08,3572.2427,2189.0586,1538.007,240.7166,5148.4271,15.7542,9.0511,171.176,14.8954,304.8059,1021.66
2013-11-15,3680.5727,2213.8983,1564.4424,244.784,5174.0389,15.6387,9.4297,174.1442,14.7415,297.6612,1016.88
2013-11-22,3677.4615,2198.4451,1563.3994,244.9518,5198.4338,15.602,9.415,172.4995,14.5734,306.1439,1018.56
2013-11-29,3603.843,2166.004,1568.8573,246.8959,5230.2667,16.0705,9.3988,172.9487,15.1414,291.9817,1020.78
2013-12-06,3450.8554,2142.8365,1554.5669,240.172,5150.0935,16.4707,9.1828,170.183,15.0345,302.0662,1016.87
2013-12-13,3382.0603,2125.8486,1515.2577,237.0445,5048.4525,16.0628,9.1701,165.5382,15.0123,315.705,1016.79
2013-12-20,3367.136,2165.0021,1555.5539,243.9796,5197.8575,16.4826,9.288,171.8192,14.9488,318.8444,1021.34
2013-12-27,3428.5909,2192.876,1594.3047,250.3037,5355.2491,16.5434,9.4013,171.7946,15.1114,320.7612,1021.85
2014-01-03,3346.3438,2202.123,1576.7834,246.014,5317.9826,16.3024,9.4863,172.3305,15.0806,318.7721,1024.86
2014-01-10,3279.3269,2178.2351,1597.0244,247.2018,5336.6904,16.4398,9.5286,169.0733,15.0045,323.8102,1022.4
2014-01-17,3249.5525,2185.5931,1602.1109,249.1606,5391.8278,16.6001,9.4818,168.877,15.1807,329.0629,1031.01
2014-01-24,3094.0786,2140.2971,1580.0953,242.6936,5295.305,16.3152,9.4252,163.7066,15.166,331.0017,1026.51
2014-01-31,3075.6019,2128.0386,1560.5659,239.5959,5155.9862,15.9517,9.0963,158.3866,14.8348,337.3309,1031.57
2014-02-07,3147.5515,2156.8047,1596.2353,245.1615,5182.1325,15.9678,8.8747,159.7112,14.6343,332.2888,1023.83
2014-02-14,3167.2125,2210.6196,1625.9873,252.8999,5373.6633,15.9467,8.8692,166.2149,14.9695,340.3795,1017.47
2014-02-21,3169.4678,2205.6828,1637.279,256.3384,5493.7217,16.1498,9.0911,167.5138,15.0516,353.0637,1020.97
2014-02-28,3187.0044,2219.3463,1670.4927,259.4262,5499.943,16.5266,9.0688,172.697,15.1095,356.1059,1016.74
2014-03-07,3136.0028,2225.8566,1666.3914,258.6342,5425.7953,17.1233,9.1423,177.5614,15.3704,350.9902,1016.32
2014-03-14,3023.3395,2215.3457,1623.8801,250.5221,5258.612,16.9337,8.7539,174.5551,15.2725,356.483,1013
2014-03-21,3236.5195,2214.7294,1640.0163,255.7111,5243.2988,17.0246,8.523,171.1413,14.9153,376.1266,1019.26
2014-03-28,3485.8157,2233.0836,1650.5296,259.4974,5341.3538,17.766,8.8606,183.4275,15.412,366.7466,1016.26
2014-04-04,3608.5791,2266.4885,1666.4577,262.8158,5382.6329,17.8805,9.0501,183.1786,15.6633,349.8944,1016.65
2014-04-11,3739.2962,2250.1413,1658.7357,259.5215,5337.2318,17.9956,8.5809,184.3319,15.8984,355.1954,1006.46
2014-04-18,3690.9627,2278.9371,1669.3308,261.7514,5409.3833,17.9672,8.8082,184.9753,15.9816,361.832,1010.9
2014-04-25,3668.9661,2278.1201,1672.7877,263.3632,5467.8109,17.8511,8.7951,183.63,15.643,373.625,1011.02
2014-05-02,3776.247,2329.3838,1692.2587,265.7139,5604.5589,17.8276,8.8742,187.044,15.8709,375.0786,1007.72
2014-05-09,3781.6125,2311.7462,1689.7275,264.9361,5598.5182,18.1306,8.7998,188.8064,15.9323,369.2518,1007.81
2014-05-16,3860.9148,2313.942,1711.0895,264.1901,5644.4525,19.4078,8.794,191.2199,16.0273,376.5237,1008.12
2014-05-23,3751.7604,2347.8487,1706.7729,265.9036,5609.8466,19.9916,8.9099,195.8586,16.2464,384.572,1011.47
2014-05-30,3612.0911,2336.4563,1706.7075,268.8392,5618.2503,19.3524,9.0847,187.1735,16.314,360.3771,1010.78
2014-06-06,3747.1684,2354.139,1706.7274,273.2512,5638.5149,20.4028,9.261,190.2307,16.4683,370.2952,1012.8
2014-06-13,3873.0801,2398.1887,1692.1302,268.6489,5635.3155,20.0857,9.3732,191.8817,16.5659,380.7747,1012.73
2014-06-20,3858.9729,2439.9666,1708.3492,269.5103,5690.8839,19.8581,9.5555,193.032,16.7242,361.4105,1009.83
2014-06-27,3817.1029,2465.4646,1690.9421,264.8421,5638.1869,19.9231,9.5011,191.6843,16.9352,347.5957,1005.04
2014-07-04,3850.3725,2489.1077,1708.2046,266.0409,5780.8642,20.6818,9.6646,192.6137,17.5624,353.3784,1007.41
2014-07-11,3885.6551,2462.577,1671.068,257.1864,5619.817,19.8553,9.5035,192.5349,17.6271,365.6028,1006.89
2014-07-18,4013.3034,2489.7107,1670.664,256.7595,5659.8156,20.1405,9.563,194.5669,17.3755,373.9275,1009.53
2014-07-25,4085.344,2508.0696,1671.0697,254.6936,5660.7031,20.6701,9.646,197.8768,17.4689,385.2975,1014.12
2014-08-01,3902.3982,2447.4304,1631.1994,246.9993,5524.5085,19.9352,9.5998,193.4504,17.0796,391.7014,1020.69
2014-08-08,3803.6491,2427.3622,1612.2625,243.0567,5428.4045,19.883,9.2393,194.4426,16.926,401.7271,1021.37
2014-08-15,3948.2228,2464.628,1634.1207,244.3529,5514.8003,20.6055,9.5128,197.3026,17.3198,415.7633,1019.42
2014-08-22,4026.9315,2491.1533,1650.6745,246.2163,5556.6163,20.959,9.4744,197.3304,17.7224,421.0333,1028.81
2014-08-29,4305.8559,2527.658,1663.2759,251.2861,5597.0051,20.9769,9.3981,197.8168,17.8492,425.3995,1029.48
2014-09-05,4243.3991,2519.2901,1660.074,253.5647,5532.7585,21.4378,9.4268,201.3949,17.8397,436.7374,1038.18
2014-09-12,3844.2351,2478.0301,1658.1449,251.647,5478.4762,21.2011,9.4069,191.9287,17.3792,434.0347,1050.57
2014-09-19,3838.0203,2461.3801,1652.9448,249.4733,5514.8151,21.2242,9.3934,192.1091,17.317,443.545,1055.85
2014-09-26,3704.0523,2382.4615,1621.438,242.9996,5344.0732,20.6433,9.4267,181.7115,16.7247,444.3782,1067.29
2014-10-03,3430.1766,2328.5498,1576.0463,233.8366,5157.2155,20.6666,9.0372,178.4561,16.8756,441.9739,1078.65
2014-10-10,3606.1238,2252.5794,1537.0576,224.8452,5045.854,20.5243,8.9357,177.5593,16.7475,430.698,1069.59
2014-10-17,3582.9225,2238.1009,1533.3314,225.4905,5030.1243,20.0705,8.5496,179.6478,16.0401,397.2856,1063.64
2014-10-24,3332.7133,2294.7079,1573.0682,228.9797,5087.6156,20.6605,8.9046,184.0667,16.3759,404.5419,1068.16
2014-10-31,3496.7846,2301.6103,1611.6017,232.295,5185.2321,21.467,9.232,192.3357,16.9824,418.9451,1080.84
2014-11-07,3273.3477,2296.8395,1598.9582,228.4935,5162.922,21.4897,9.2539,186.2682,16.8,435.8051,1091.46
2014-11-14,3119.1992,2334.5782,1629.4695,230.9015,5175.8311,21.5343,9.3831,195.5411,16.9057,425.7899,1092.66
2014-11-21,3488.2831,2388.196,1641.9184,236.2013,5248.5352,21.6969,9.2698,199.4448,17.0578,424.1311,1100.05
2014-11-28,3332.8702,2296.177,1660.4454,239.7855,5214.8773,21.7398,9.2597,192.242,17.2218,424.0968,1106.9
2014-12-05,3140.8108,2257.6303,1653.1771,239.1031,5217.4737,21.5841,9.2751,185.1222,16.977,431.0176,1122.34
2014-12-12,2826.7005,2118.3105,1616.8642,225.9617,4918.3109,20.443,9.2032,174.0053,16.5387,415.8597,1115.76
2014-12-19,2946.564,2221.6349,1603.2366,229.6422,5079.6315,20.2131,9.1807,182.7826,16.4117,382.632,1125.58
2014-12-26,2943.1093,2247.1723,1603.998,231.6716,5106.817,20.0437,9.2378,181.352,16.6468,396.4599,1130.61
2015-01-02,2843.6164,2248.4786,1586.9015,226.2136,4997.2791,20.7191,9.1648,182.4681,16.8686,411.6114,1141.02
2015-01-09,2917.0285,2166.2919,1573.078,219.4617,4895.4463,20.8557,9.058,187.0385,16.4773,412.7633,1141.13
2015-01-16,2948.4462,2131.3821,1614.3088,224.0612,4935.4393,21.644,9.0271,183.0554,16.6197,436.627,1139.27
2015-01-23,2987.6777,2134.6979,1630.4023,231.2483,5099.0224,22.5019,9.2697,193.1467,17.4589,447.4631,1161.31
2015-01-30,2773.8333,2065.3904,1598.693,230.4728,5035.5953,22.0924,9.3485,193.531,16.9275,436.6551,1167.89
2015-02-06,2792.3128,2163.4243,1629.1945,235.7388,5190.6982,21.9961,9.2427,199.1077,17.1912,439.8539,1166.02
2015-02-13,2846.6835,2201.429,1631.2257,240.702,5268.084,22.3045,9.4923,197.9197,17.5586,429.0824,1162.64
2015-02-20,2822.4346,2177.5893,1660.8726,243.7329,5311.1597,22.4031,9.815,196.9778,17.5586,418.6981,1166.69
2015-02-27,2853.0717,2192.5042,1662.6094,245.0025,5347.0369,22.6012,9.8954,194.6829,17.6556,415.1301,1172.37
2015-03-06,2591.253,2138.149,1642.4579,238.8881,5201.3714,22.6621,9.9148,189.1412,17.5826,425.4717,1198.93
2015-03-13,2361.5468,2083.4299,1620.3491,232.9554,4965.9705,21.787,10.0001,179.4146,17.365,432.2945,1222.12
2015-03-20,2548.6556,2151.3992,1710.1618,244.2291,5266.9106,21.9647,10.2508,189.8575,17.9355,425.2753,1195.01
2015-03-27,2442.5326,2124.1587,1678.8334,243.136,5111.9279,21.2002,10.2399,189.2113,17.3806,411.415,1190.89
2015-04-03,2663.9342,2160.0253,1689.764,244.5972,5086.2928,21.8891,10.2965,195.8617,17.7271,408.5607,1182.67
2015-04-10,2774.5683,2212.3476,1716.1011,246.04,5212.7797,22.5611,10.3559,200.5658,17.6651,410.558,1204.23
2015-04-17,2786.3715,2268.9513,1721.565,245.5229,5250.5962,22.063,10.4679,198.8957,17.6,414.9656,1185.36
2015-04-24,3000.6043,2293.9165,1737.3316,250.7075,5390.0901,20.6673,10.6794,202.0479,18.6389,407.7727,1180.61
2015-05-01,2942.4334,2280.5439,1729.3406,252.2923,5314.9734,20.1749,10.3502,202.7163,18.3343,408.0725,1172.27
2015-05-08,3018.5802,2268.6172,1747.752,254.8087,5479.6692,20.3634,10.3994,196.6978,18.1013,404.294,1164.21
2015-05-15,3038.1073,2268.1463,1774.5106,256.8348,5531.501,20.7063,10.5408,199.5119,18.1543,391.7403,1150.19
2015-05-22,2802.7538,2234.0506,1771.4656,255.4972,5494.2614,21.2088,10.6174,197.413,18.3028,418.6468,1179.86
2015-05-29,2611.0851,2176.6058,1750.6869,248.352,5382.7751,20.8371,10.5704,185.3962,18.2279,405.03,1191.94
2015-06-05,2649.4646,2166.9247,1729.1623,247.5529,5250.3282,20.0816,10.3882,177.1611,17.3876,401.2773,1192.75
2015-06-12,2707.1946,2166.5129,1739.6807,250.4315,5338.8615,19.6887,10.4612,181.7479,17.5095,404.5933,1175.58
2015-06-19,2760.4643,2157.9031,1720.2946,247.6782,5384.8346,20.6031,10.3761,185.598,17.4729,402.0064,1166.76
2015-06-26,2735.0888,2174.8953,1719.0207,255.6158,5373.6035,20.9,10.5109,189.9062,17.8083,397.8796,1180.11
2015-07-03,2667.74,2116.9165,1687.0337,241.3321,5190.1621,21.1949,10.4886,187.8432,17.8447,386.3297,1187.07
2015-07-10,2619.2809,2057.6105,1729.5641,247.1652,5220.3167,20.8369,10.0612,182.3839,16.9257,348.2538,1188.88
2015-07-17,2607.4137,2051.5241,1753.3275,251.7912,5347.4469,21.5302,10.4653,188.169,17.2872,368.3781,1208
2015-07-24,2365.3166,1978.0267,1726.928,251.3794,5151.066,21.1762,10.428,178.6996,16.6146,373.6692,1209.47
2015-07-31,2378.7897,2029.9557,1742.1688,252.9088,5283.4374,21.257,10.4341,178.661,16.4817,378.2927,1208.44
2015-08-07,2211.4702,1992.4675,1710.7666,255.0295,5255.6036,21.4419,10.5208,178.8437,15.9631,371.4548,1212.07
2015-08-14,2181.6468,2000.8197,1709.2055,250.0682,5206.705,20.9345,10.4073,171.904,15.3795,360.8063,1208.48
2015-08-21,2084.146,1867.3489,1660.4691,238.6222,4942.7825,20.1483,10.0292,163.8654,14.2349,321.0994,1199.84
2015-08-28,2105.6901,1920.3226,1632.487,236.8294,4887.86,19.4922,9.9226,165.259,14.952,326.0155,1207.63
2015-09-04,1943.9218,1856.4735,1591.1751,228.4615,4666.9112,18.6026,9.4308,154.864,14.7149,331.8427,1213.91
2015-09-11,1888.4238,1858.916,1611.7764,233.7919,4796.9074,18.8899,9.5168,156.3076,15.363,324.3478,1204.35
2015-09-18,1923.0885,1896.3805,1628.7481,233.696,4834.0712,19.3949,9.469,165.1736,15.7207,336.5387,1201.76
2015-09-25,1803.8596,1831.402,1557.3162,227.9328,4707.9645,18.9843,9.3382,155.38,14.6439,342.6974,1214.12
2015-10-02,1880.4079,1845.5331,1573.4633,228.0417,4740.6944,19.4839,9.4153,159.5399,15.1288,340.839,1208.88
2015-10-09,2102.7163,1976.0893,1625.2057,242.9181,5015.8032,20.2779,9.8573,172.8913,15.5798,350.4969,1192.45
2015-10-16,1956.4114,1960.1355,1645.7552,243.1929,5017.9552,20.2069,9.8631,174.8231,15.9698,349.9351,1189.63
2015-10-23,1951.3822,1938.8679,1636.7617,246.2564,5037.7277,20.3321,9.9849,171.472,15.9273,338.2262,1212.25
2015-10-30,1893.8464,1894.1833,1628.476,244.8608,5006.4245,19.7211,10.1063,166.1872,15.6634,331.5216,1209.83
2015-11-06,1941.4879,1865.1923,1605.5176,242.6189,4868.7539,19.2297,9.9403,161.4996,15.8456,332.347,1232.53
2015-11-13,1931.5748,1794.319,1562.3972,234.2199,4748.0142,18.6612,10.0944,152.0394,15.1089,303.2565,1229.63
2015-11-20,2053.3615,1849.0985,1591.9978,238.0522,4919.4016,18.8569,10.2067,163.4504,15.5065,286.3759,1231.27
2015-11-27,1944.5946,1833.1077,1575.4766,237.842,4903.2996,18.8035,10.1449,155.7402,15.2607,281.1768,1237.35
2015-12-04,1933.9239,1832.6592,1588.8119,234.3864,4812.9105,18.506,9.9678,146.1464,15.2145,305.1468,1223.73
2015-12-11,1858.1081,1712.312,1562.0885,228.6348,4628.5529,18.0606,10.0154,124.6735,14.6272,298.6588,1225.87
2015-12-18,1792.2149,1723.8254,1564.7278,228.9906,4605.5719,18.7609,9.8766,138.3771,14.884,297.5053,1234.39
2015-12-25,1779.3425,1771.3807,1584.0674,233.4262,4772.2125,19.0519,9.8377,143.8216,15.1389,304.5818,1227.17
2016-01-01,1743.1419,1734.3464,1595.1167,230.5906,4698.6454,19.258,10.0133,138.9802,14.9913,315.108,1232.86
2016-01-08,1603.9816,1621.7294,1497.0657,216.5173,4385.059,18.2627,9.5743,124.795,13.8778,313.439,1240.22
2016-01-15,1524.1709,1533.0527,1467.8549,211.7431,4238.5122,17.6457,9.3583,115.7565,13.6434,260.0655,1249.4
2016-01-22,1481.2581,1616.4464,1472.8662,215.3271,4313.7057,17.575,9.0516,120.751,13.6049,250.059,1253.1
2016-01-29,1615.7081,1689.021,1476.8658,220.5063,4428.7292,17.9336,9.2225,133.6739,14.2756,261.0368,1252.04
2016-02-05,1657.3744,1694.7656,1458.0345,216.3605,4336.6532,17.7973,9.1256,132.7998,14.3245,277.0502,1228.69
2016-02-12,1603.3649,1649.2464,1424.7732,207.4555,4238.9985,16.5814,8.2296,130.4504,14.3245,258.6821,1219.36
2016-02-19,1639.9427,1712.8019,1447.5638,216.8981,4393.1396,17.0183,8.9655,135.9357,14.803,266.0891,1219.31
2016-02-26,1669.2841,1743.9494,1449.6796,217.0045,4358.1275,16.635,8.9776,130.3387,14.8839,270.4488,1231.01
2016-03-04,2092.7387,1824.5661,1485.1121,225.4796,4555.031,18.0491,9.4258,146.634,15.682,274.0871,1214.05
2016-03-11,2176.9708,1889.7076,1506.2615,230.5284,4568.4622,18.1384,9.3175,145.679,15.7789,304.644,1201.97
2016-03-18,2233.3974,1912.4535,1495.0148,231.9089,4639.5488,18.4435,9.3653,154.3312,16.1908,296.4794,1186.2
2016-03-25,2130.7136,1862.5775,1475.0418,224.1652,4476.5428,18.6078,9.3912,148.1793,15.8391,302.9835,1201.29
2016-04-01,2245.8645,1900.6685,1488.5585,227.7198,4518.9103,18.6791,9.1243,156.8387,15.9031,296.5741,1181.72
2016-04-08,2203.7146,1900.2988,1521.1324,226.6671,4533.3536,18.1939,9.3068,153.0788,15.584,304.0683,1179.2
2016-04-15,2391.2549,1959.5831,1546.9661,233.9334,4678.648,18.9282,9.8301,161.8603,15.9515,302.8522,1178.78
2016-04-22,2333.7491,2017.6513,1543.8539,236.5498,4717.3453,18.9626,9.92,161.7045,15.6271,326.6594,1183.36
2016-04-29,2474.618,2050.2217,1551.0395,235.2656,4742.5989,18.8393,9.7126,164.2572,15.2979,336.2858,1159.42
2016-05-06,2317.486,1949.1403,1498.1468,230.4672,4605.2201,18.647,9.54,150.5893,14.7494,323.1755,1176.44
2016-05-13,2335.7688,1954.2987,1521.6174,229.5976,4586.9057,18.6746,9.4826,146.4841,14.509,324.3806,1186.6
2016-05-20,2223.8028,1953.2505,1511.954,229.9238,4660.1045,18.3736,9.506,145.3777,14.6848,323.7735,1196.62
2016-05-27,2155.1687,2003.7436,1562.5473,236.6637,4785.6593,19.3479,9.6004,150.9533,15.4521,320.5551,1200.61
2016-06-03,2258.0467,2025.9326,1557.3137,236.9002,4703.0901,19.5041,9.7863,159.4505,15.9232,321.5034,1180.91
2016-06-10,2278.808,2026.4655,1540.1631,229.9369,4584.8225,19.3264,9.6973,156.1174,16.2887,329.3243,1183.58
2016-06-17,2288.6415,1989.3727,1503.076,223.85,4509.1241,19.2813,9.395,151.7633,15.8968,315.0019,1178.52
2016-06-24,2362.3528,1973.1794,1492.6502,217.8842,4423.2606,18.9387,9.2208,153.8351,15.7032,314.313,1187.07
2016-07-01,2559.9514,1995.5116,1550.3601,225.3937,4579.52,19.6556,9.5652,161.8406,16.5203,299.2575,1182.71
2016-07-08,2557.4215,2008.6914,1526.1515,219.5848,4477.7412,19.7381,9.4129,159.3942,16.2937,307.1057,1186.33
2016-07-15,2694.5609,2058.5656,1548.4592,228.4278,4606.6436,20.1715,9.8103,168.3086,17.2491,329.2644,1191.61
2016-07-22,2753.0364,2048.15,1548.2493,227.3454,4624.6001,20.224,9.8059,170.5907,17.3981,324.2947,1201.11
2016-07-29,2808.9464,2058.1494,1566.3107,234.7509,4666.6172,20.6393,10.126,174.9263,17.5153,361.7681,1180.81
2016-08-05,2864.5264,2049.8143,1563.178,231.9362,4667.7345,20.7259,9.8926,175.2782,17.9983,372.0156,1185.89
2016-08-12,2929.6771,2103.8801,1593.5185,237.9381,4718.5563,20.7585,10.2884,181.6033,18.173,380.3017,1177.35
2016-08-19,2902.5718,2108.8635,1583.8041,236.0516,4734.7137,20.6088,10.2045,181.2919,17.8068,378.0973,1166.86
2016-08-26,2849.5221,2095.274,1570.9739,236.2311,4753.7046,20.4202,10.0161,172.3978,17.9774,366.0559,1180.32
2016-09-02,2906.4436,2115.8641,1583.8182,240.1068,4849.9394,21.0003,10.1902,167.5075,17.7833,366.4702,1184.44
2016-09-09,2820.4848,2075.2044,1582.6731,238.7896,4752.4016,21.0186,10.3094,167.4695,18.1355,372.9832,1181.22
2016-09-16,2739.6258,2039.4014,1554.3119,229.9468,4636.3045,20.7409,10.0839,166.1726,17.5489,361.8421,1192.86
2016-09-23,2880.7079,2081.4707,1596.9802,239.0319,4736.8573,20.9947,10.489,174.0514,18.661,363.076,1185.89
2016-09-30,2844.099,2098.773,1570.8751,236.963,4732.3575,20.6145,10.3102,171.6918,18.3863,363.2639,1182.79
2016-10-07,2996.7357,2059.413,1554.4109,235.2943,4647.154,20.8708,10.3634,168.1619,18.5284,393.3492,1194.42
2016-10-14,3056.6264,2080.307,1533.4303,233.7037,4530.5102,20.5344,10.2321,160.6197,18.2653,408.8288,1205.22
2016-10-21,3203.3127,2101.8665,1515.7433,234.2267,4548.0455,20.7104,10.3701,165.8397,18.4667,399.8969,1206.65
2016-10-28,3203.7826,2081.2152,1496.5785,236.9854,4504.1938,20.5335,10.4247,165.2908,18.6253,395.6591,1208.35
2016-11-04,3008.9231,2037.7089,1474.9018,232.0674,4431.2302,19.9554,10.2812,163.675,18.2469,271.9824,1195.25
2016-11-11,2677.7747,2042.7761,1498.9887,231.9208,4502.3884,19.1065,10.2386,152.8374,17.7506,278.2929,1228.32
2016-11-18,2786.447,2087.5776,1467.5148,227.262,4440.5334,18.5106,10.2027,155.3105,17.7346,291.2113,1251.57
2016-11-25,2832.3705,2117.2495,1460.6878,229.577,4533.9488,18.6812,10.2507,156.7524,18.0737,263.4915,1254.76
2016-12-02,2735.8468,2147.6342,1449.0646,230.4797,4549.6487,18.7901,10.3049,154.7385,18.0164,263.8838,1247.36
2016-12-09,2820.4167,2206.3483,1490.2751,238.8887,4657.2904,19.3429,10.502,162.2887,18.545,252.8648,1253.59
2016-12-16,2690.1603,2177.1888,1499.2767,239.7711,4664.4929,18.9865,10.4496,155.9231,18.2633,248.0355,1268.87
2016-12-23,2784.8327,2156.9595,1499.6961,240.8522,4617.0471,18.4733,10.409,155.3089,17.6265,266.2756,1273.42
2016-12-30,2906.4755,2160.2633,1513.02,244.3918,4693.3336,18.9528,10.3129,163.9692,17.8662,279.0031,1267.38
2017-01-06,3017.9453,2225.2041,1549.9032,246.5873,4723.7477,19.0864,10.5221,166.8459,18.3212,286.1319,1266.94
2017-01-13,3108.8951,2247.9058,1569.0132,249.7103,4765.5191,19.4104,10.659,172.3722,18.592,280.3525,1256.39
2017-01-20,3168.8974,2218.1862,1545.6024,247.6864,4727.1654,19.2979,10.5717,168.5042,18.4622,275.5798,1253.45
2017-01-27,3282.2204,2259.6636,1570.3266,247.473,4798.5128,19.9489,10.6617,169.9665,18.8675,280.6282,1246.38
2017-02-03,3268.862,2265.6124,1577.9527,249.0701,4789.1577,20.4069,10.6474,172.4826,19.1145,278.1963,1231.15
2017-02-10,3323.6736,2286.8268,1578.3656,245.5633,4835.3484,20.6756,10.7871,172.2305,19.4776,305.0081,1239.13
2017-02-17,3418.1883,2301.1193,1589.1071,246.8666,4860.5502,20.6389,10.7973,174.8353,19.6661,326.2391,1240.84
2017-02-24,3373.32,2256.6932,1586.6497,244.7629,4850.1751,21.0829,10.9015,176.9009,19.7697,310.7599,1236.39
2017-03-03,3331.7533,2222.0531,1615.8804,251.5205,4853.4339,20.9898,10.7383,174.0907,19.2719,307.2099,1242.22
2017-03-10,3209.6475,2200.0162,1618.4319,254.2346,4800.6789,21.0801,10.7967,172.9865,19.2685,293.4573,1243.81
2017-03-17,3237.1595,2218.5043,1655.1178,257.8748,4954.1755,22.0153,10.9468,184.4902,20.1831,290.2578,1227.49
2017-03-24,3215.4556,2203.3769,1651.274,259.5893,4938.0851,21.8908,10.9589,187.7892,20.3022,287.4749,1219.71
2017-03-31,3209.7054,2230.3775,1648.3896,262.3814,4950.3665,22.2567,10.8101,172.2489,20.0632,281.6166,1223.05
2017-04-07,3239.992,2230.6797,1634.3512,260.9585,4914.1307,22.5698,10.6743,169.5127,20.0684,292.5089,1230.31
2017-04-21,3178.0587,2206.3273,1649.6542,260.1628,4922.6848,22.1386,10.861,179.9906,20.0128,285.614,1218.65
2017-04-28,3209.8448,2181.9866,1710.956,276.9373,5042.6579,22.6808,10.9164,181.7738,20.4552,279.4277,1216.6
2017-05-05,3251.4521,2178.3639,1763.7254,288.5214,5109.5674,22.5484,10.9821,179.4199,20.5961,282.6349,1215.66
2017-05-12,3427.2884,2166.4257,1757.1099,285.4589,5181.0589,22.9771,11.0569,184.4085,20.9081,289.2707,1220.15
2017-05-19,2998.8779,2182.1174,1785.5704,289.9366,5283.9542,22.7108,11.0928,187.1903,20.8988,283.1426,1200.25
2017-05-26,3105.7612,2190.4291,1788.7358,290.7827,5242.7606,22.9632,11.1701,194.4335,21.1086,289.6517,1201.73
2017-06-02,3041.1579,2192.0693,1807.8058,295.6183,5281.1171,23.2865,11.5669,189.6064,21.2662,304.7539,1196.41
2017-06-09,2991.352,2206.2545,1762.0126,291.7857,5213.0088,23.3203,11.4023,185.3999,21.3616,305.4945,1196.33
2017-06-16,2960.8638,2200.5012,1778.3376,290.1235,5189.8693,23.0985,11.3891,179,21.1417,296.0005,1192.6
2017-06-23,2896.3447,2211.732,1796.7094,290.8167,5133.9382,22.989,11.4484,182.4608,21.7549,294.2157,1195.4
2017-06-30,2997.6391,2242.3478,1790.6414,288.1502,5175.4473,22.8852,11.3568,179.0941,21.9087,293.3427,1183.8
2017-07-07,2985.6116,2248.8729,1776.581,289.148,5155.3718,23.2907,11.159,174.2224,21.6534,297.6335,1188.36
2017-07-14,3234.9391,2310.1101,1805.6143,295.6711,5255.3988,24.0289,11.42,186.9839,22.4175,313.1761,1172.54
2017-07-21,3267.7133,2331.6656,1821.5773,294.6223,5273.5275,24.2102,11.5916,191.7974,22.3664,313.4557,1161.47
2017-07-28,3288.2085,2341.3526,1793.8016,296.9815,5272.7587,24.5476,11.5614,192.8189,22.4747,307.6,1156.85
2017-08-04,3374.2066,2326.8111,1820.0691,301.5101,5342.4326,24.8445,11.628,188.0557,22.7614,302.6111,1160.71
2017-08-11,3346.5271,2283.9976,1780.2471,295.3691,5220.1228,23.7533,11.6767,186.5803,22.3688,302.9912,1156.66
